,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2016-04-01 00:00:00,12,48.0,-1.0,65.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,9.0,-1.0,-9964.0,4.1964,0.3,-1.0,-9999.0,1.0,8.70809,1.0,71.5707,1.0,639.313,3.1,0.0,1.0,0.0,1.0,22.2806,1.0,1.18578,3.1
2016-04-01 01:00:00,12,57.0,-1.0,79.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,11.0,-1.0,-9964.0,4.1964,0.2,-1.0,-9999.0,1.0,16.433,1.0,73.1586,1.0,638.899,3.1,0.0,1.0,0.0,1.0,21.7352,1.0,0.832461,3.1
2016-04-01 02:00:00,12,57.0,-1.0,73.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,9.0,-1.0,-9964.0,4.1964,0.0,-1.0,-9999.0,1.0,8.32917,1.0,76.9171,1.0,638.842,3.1,0.0,1.0,0.0,1.0,21.1433,1.0,0.885925,3.1
2016-04-01 03:00:00,12,55.0,-1.0,63.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,10.0,-1.0,-9964.0,4.1964,0.1,-1.0,-9999.0,1.0,2.76468,1.0,75.6739,1.0,638.479,3.1,0.0,1.0,0.0,1.0,21.0711,1.0,0.876491,3.1
2016-04-01 04:00:00,12,45.0,-1.0,68.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,11.0,-1.0,-9964.0,4.1964,0.2,-1.0,-9999.0,1.0,17.6039,1.0,75.574,1.0,638.242,3.1,0.0,1.0,0.0,1.0,20.9781,1.0,0.996863,3.1
2016-04-01 05:00:00,12,52.0,-1.0,74.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,8.0,-1.0,-9964.0,4.1964,0.1,-1.0,-9999.0,1.0,15.6295,1.0,77.5249,1.0,638.344,3.1,0.0,1.0,0.0,1.0,20.6239,1.0,0.998761,3.1
2016-04-01 06:00:00,12,62.0,-1.0,100.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,1.0,-1.0,-9964.0,4.1964,0.4,-1.0,-9999.0,1.0,316.377,1.0,77.2996,1.0,638.432,3.1,0.0,1.0,0.0,1.0,20.5779,1.0,0.275543,3.1
2016-04-01 07:00:00,12,83.0,-1.0,117.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,1.0,-1.0,-9964.0,4.1964,1.2,-1.0,-9999.0,1.0,14.2126,1.0,74.0536,1.0,638.542,3.1,0.0,1.0,11.4728,1.0,21.0328,1.0,0.168974,3.1
2016-04-01 08:00:00,12,88.0,-1.0,140.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,1.0,-1.0,-9964.0,4.1964,2.0,-1.0,-9999.0,1.0,337.04,1.0,70.2893,1.0,639.143,3.1,0.0,1.0,59.2624,1.0,21.8413,1.0,0.695991,3.1
2016-04-01 09:00:00,12,80.0,-1.0,123.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,4.0,-1.0,-9964.0,4.1964,3.9,-1.0,-9999.0,1.0,358.089,1.0,65.3521,1.0,639.637,3.1,0.0,1.0,191.603,1.0,22.7665,1.0,0.682925,3.1
2016-04-01 10:00:00,12,66.0,-1.0,83.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,15.0,-1.0,-9964.0,4.1964,3.7,-1.0,-9999.0,1.0,74.4069,1.0,56.1843,1.0,639.364,3.1,0.0,1.0,423.585,1.0,24.4061,1.0,0.282615,3.1
2016-04-01 11:00:00,12,53.0,-1.0,72.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,28.0,-1.0,-9964.0,4.1964,2.0,-1.0,-9999.0,1.0,33.3903,1.0,47.1676,1.0,638.821,3.1,0.0,1.0,684.616,1.0,26.6262,1.0,0.827098,3.1
2016-04-01 12:00:00,12,43.0,-1.0,57.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,36.0,-1.0,-9964.0,4.1964,0.8,-1.0,-9999.0,1.0,22.7724,1.0,38.2297,1.0,637.873,3.1,0.0,1.0,771.764,1.0,28.6022,1.0,0.634034,3.1
2016-04-01 13:00:00,12,40.0,-1.0,64.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,47.0,-1.0,-9964.0,4.1964,0.4,-1.0,-9999.0,1.0,40.0685,1.0,33.3556,1.0,636.888,3.1,0.0,1.0,691.115,1.0,30.1712,1.0,0.672559,3.1
2016-04-01 14:00:00,12,37.0,-1.0,67.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,38.0,-1.0,-9964.0,4.1964,0.3,-1.0,-9999.0,1.0,15.3813,1.0,33.468,1.0,635.826,3.1,0.0,1.0,507.194,1.0,30.8197,1.0,1.34278,3.1
2016-04-01 15:00:00,12,18.0,-1.0,55.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,17.0,-1.0,-9964.0,4.1964,0.2,-1.0,-9999.0,1.0,158.049,1.0,81.885,1.0,636.264,3.1,0.0,1.0,13.5456,1.0,21.5147,1.0,0.824728,3.1
2016-04-01 16:00:00,12,33.0,-1.0,56.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,10.0,-1.0,-9964.0,4.1964,0.1,-1.0,-9999.0,1.0,169.839,1.0,72.5179,1.0,636.756,3.1,0.0,1.0,0.0,1.0,21.252,1.0,0.68964,3.1
2016-04-01 17:00:00,12,40.0,-1.0,62.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,6.0,-1.0,-9964.0,4.1964,0.3,-1.0,-9999.0,1.0,232.657,1.0,84.4888,1.0,636.666,3.1,0.1,1.0,0.0,3.0,19.582,1.0,0.472776,3.1
2016-04-01 18:00:00,12,50.0,-1.0,68.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,1.0,-1.0,-9964.0,4.1964,0.2,-1.0,-9999.0,1.0,328.526,1.0,83.6561,1.0,636.643,3.1,0.1,1.0,0.0,3.0,19.9717,1.0,0.192543,3.1
2016-04-01 19:00:00,12,62.0,-1.0,71.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,1.0,-1.0,-9964.0,4.1964,0.1,-1.0,-9999.0,1.0,8.43742,1.0,79.0684,1.0,637.399,3.1,0.0,1.0,0.0,3.0,20.5739,1.0,0.135588,3.1
2016-04-01 20:00:00,12,71.0,-1.0,90.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,0.0,-1.0,-9964.0,4.1964,0.4,-1.0,-9999.0,1.0,333.672,1.0,80.6162,1.0,637.732,3.1,0.0,1.0,0.0,1.0,20.6945,1.0,0.206632,3.1
2016-04-01 21:00:00,12,57.0,-1.0,96.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,0.0,-1.0,-9964.0,4.1964,0.5,-1.0,-9999.0,1.0,251.758,1.0,79.392,1.0,638.023,3.1,0.0,1.0,0.0,1.0,20.9426,1.0,0.438881,3.1
2016-04-01 22:00:00,12,72.0,-1.0,120.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,0.0,-1.0,-9964.0,4.1964,0.6,-1.0,-9999.0,1.0,257.491,1.0,79.7246,1.0,638.466,3.1,0.0,1.0,0.0,1.0,21.0277,1.0,0.288182,3.1
2016-04-01 23:00:00,12,70.0,-1.0,130.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,0.0,-1.0,-9964.0,4.1964,0.7,-1.0,-9999.0,1.0,237.801,1.0,78.2818,1.0,638.649,3.1,0.0,1.0,0.0,1.0,21.0584,1.0,0.499156,3.1
2016-04-02 00:00:00,12,63.0,-1.0,105.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,0.0,-1.0,-9964.0,4.1964,0.5,-1.0,-9999.0,1.0,278.659,1.0,77.7183,1.0,638.669,3.1,0.0,1.0,0.0,1.0,20.9062,1.0,0.21962,3.1
2016-04-02 01:00:00,12,54.0,-1.0,90.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,0.0,-1.0,-9964.0,4.1964,0.6,-1.0,-9999.0,1.0,268.56,1.0,78.65,1.0,638.393,3.1,0.0,1.0,0.0,1.0,20.7858,1.0,0.289279,3.1
2016-04-02 02:00:00,12,72.0,-1.0,107.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,0.0,-1.0,-9964.0,4.1964,0.8,-1.0,-9999.0,1.0,291.15,1.0,79.6999,1.0,637.838,3.1,0.0,1.0,0.0,1.0,20.6437,1.0,0.244181,3.1
2016-04-02 03:00:00,12,63.0,-1.0,102.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,0.0,-1.0,-9964.0,4.1964,1.4,-1.0,-9999.0,1.0,204.216,1.0,77.1079,1.0,637.381,3.1,0.0,1.0,0.0,1.0,20.7133,1.0,-9999.0,4.31
2016-04-02 04:00:00,12,63.0,-1.0,86.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,0.0,-1.0,-9964.0,4.1964,2.2,-1.0,-9999.0,1.0,255.447,1.0,77.2215,1.0,637.218,3.1,0.0,1.0,0.0,1.0,20.5544,1.0,0.534897,3.1
2016-04-02 05:00:00,12,63.0,-1.0,108.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,0.0,-1.0,-9964.0,4.1964,2.3,-1.0,-9999.0,1.0,2.3289,1.0,77.3674,1.0,637.462,3.1,0.0,1.0,0.0,1.0,20.5623,1.0,0.180592,3.1
2016-04-02 06:00:00,12,75.0,-1.0,111.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,0.0,-1.0,-9964.0,4.1964,2.0,-1.0,-9999.0,1.0,260.127,1.0,78.6363,1.0,637.867,3.1,0.0,1.0,0.0,3.0,20.3934,1.0,0.196489,3.1
2016-04-02 07:00:00,12,88.0,-1.0,143.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,0.0,-1.0,-9964.0,4.1964,2.1,-1.0,-9999.0,1.0,233.13,1.0,78.0262,1.0,638.19,3.1,0.0,1.0,0.0,3.0,20.4778,1.0,0.611296,3.1
2016-04-02 08:00:00,12,89.0,-1.0,133.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,0.0,-1.0,-9964.0,4.1964,4.0,-1.0,-9999.0,1.0,228.321,1.0,74.5263,1.0,638.771,3.1,0.0,1.0,32.4462,1.0,20.9995,1.0,0.305977,3.1
2016-04-02 09:00:00,12,95.0,-1.0,153.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,1.0,-1.0,-9964.0,4.1964,6.4,-1.0,-9999.0,1.0,305.929,1.0,69.5927,1.0,639.051,3.1,0.0,1.0,132.721,1.0,22.1383,1.0,0.159709,3.1
2016-04-02 10:00:00,12,97.0,-1.0,149.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,7.0,-1.0,-9964.0,4.1964,5.5,-1.0,-9999.0,1.0,27.1145,1.0,64.3786,1.0,639.282,3.1,0.0,1.0,128.942,1.0,23.0805,1.0,0.427444,3.1
2016-04-02 11:00:00,12,85.0,-1.0,136.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,13.0,-1.0,-9964.0,4.1964,4.0,-1.0,-9999.0,1.0,16.8424,1.0,61.9667,1.0,639.254,3.1,0.0,1.0,188.728,1.0,23.5853,1.0,1.39321,3.1
2016-04-02 12:00:00,12,74.0,-1.0,111.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,20.0,-1.0,-9964.0,4.1964,-9999.0,4.31,-9999.0,1.0,14.7855,1.0,56.3124,1.0,638.587,3.1,0.0,1.0,277.141,1.0,24.7868,1.0,1.41095,3.1
2016-04-02 13:00:00,12,72.0,-1.0,109.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,27.0,-1.0,-9964.0,4.1964,-9999.0,4.31,-9999.0,1.0,19.6669,1.0,50.8772,1.0,637.788,3.1,0.0,1.0,402.386,1.0,26.1966,1.0,1.16596,3.1
2016-04-02 14:00:00,12,70.0,-1.0,110.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,23.0,-1.0,-9964.0,4.1964,-9999.0,4.31,-9999.0,1.0,353.341,1.0,48.0611,1.0,636.953,3.1,0.0,1.0,395.047,1.0,26.7853,1.0,0.660888,3.1
2016-04-02 15:00:00,12,61.0,-1.0,94.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,21.0,-1.0,-9964.0,4.1964,-9999.0,4.31,-9999.0,1.0,9.77596,1.0,45.8954,1.0,636.179,3.1,0.0,1.0,372.843,1.0,27.3379,1.0,1.55732,3.1
2016-04-02 16:00:00,12,56.0,-1.0,92.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,11.0,-1.0,-9964.0,4.1964,-9999.0,4.31,-9999.0,1.0,7.99479,1.0,50.3503,1.0,635.907,3.1,0.0,1.0,103.525,1.0,26.1336,1.0,1.035,3.1
2016-04-02 17:00:00,12,48.0,-1.0,97.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,11.0,-1.0,-9964.0,4.1964,1.4,-1.0,-9999.0,1.0,11.5465,1.0,53.2341,1.0,635.841,3.1,0.0,1.0,21.8727,1.0,25.3011,1.0,1.21221,3.1
2016-04-02 18:00:00,12,51.0,-1.0,98.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,6.0,-1.0,-9964.0,4.1964,1.2,-1.0,-9999.0,1.0,6.79369,1.0,60.6076,1.0,636.269,3.1,0.0,1.0,0.0,1.0,23.9884,1.0,0.943242,3.1
2016-04-02 19:00:00,12,55.0,-1.0,81.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,5.0,-1.0,-9964.0,4.1964,1.0,-1.0,-9999.0,1.0,17.5734,1.0,70.7462,1.0,637.015,3.1,0.0,1.0,0.0,1.0,22.328,1.0,1.33751,3.1
2016-04-02 20:00:00,12,53.0,-1.0,78.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,5.0,-1.0,-9964.0,4.1964,0.6,-1.0,-9999.0,1.0,18.8189,1.0,71.4669,1.0,637.718,3.1,0.0,1.0,0.0,1.0,22.1394,1.0,1.08054,3.1
2016-04-02 21:00:00,12,56.0,-1.0,74.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,6.0,-1.0,-9964.0,4.1964,0.8,-1.0,-9999.0,1.0,14.2934,1.0,75.972,1.0,638.355,3.1,0.0,1.0,0.0,1.0,21.5816,1.0,1.2677,3.1
2016-04-02 22:00:00,12,-9964.0,4.1964,51.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,5.0,-1.0,-9964.0,4.1964,0.6,-1.0,-9999.0,1.0,1.82906,1.0,81.6333,1.0,639.03,3.1,0.3,1.0,0.0,1.0,20.673,1.0,0.736501,3.1
2016-04-02 23:00:00,12,61.0,-1.0,68.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,1.0,-1.0,-9964.0,4.1964,0.5,-1.0,-9999.0,1.0,347.669,1.0,80.1073,1.0,639.251,3.1,0.0,1.0,0.0,1.0,20.9345,1.0,0.290041,3.1
2016-04-03 00:00:00,12,61.0,-1.0,74.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,2.0,-1.0,-9964.0,4.1964,0.5,-1.0,-9999.0,1.0,11.2781,1.0,78.1096,1.0,639.133,3.1,0.0,1.0,0.0,1.0,20.9424,1.0,0.774773,3.1
2016-04-03 01:00:00,12,58.0,-1.0,76.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,3.0,-1.0,-9964.0,4.1964,0.3,-1.0,-9999.0,1.0,5.77703,1.0,80.2741,1.0,638.537,3.1,0.0,1.0,0.0,1.0,20.4624,1.0,0.539353,3.1
2016-04-03 02:00:00,12,65.0,-1.0,99.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,1.0,-1.0,-9964.0,4.1964,0.6,-1.0,-9999.0,1.0,17.3573,1.0,79.7525,1.0,638.175,3.1,0.0,1.0,0.0,1.0,20.5075,1.0,0.653603,3.1
2016-04-03 03:00:00,12,70.0,-1.0,95.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,1.0,-1.0,-9964.0,4.1964,0.7,-1.0,-9999.0,1.0,353.172,1.0,79.8113,1.0,637.763,3.1,0.0,1.0,0.0,1.0,20.2478,1.0,0.271671,3.1
2016-04-03 04:00:00,12,66.0,-1.0,91.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,1.0,-1.0,-9964.0,4.1964,0.9,-1.0,-9999.0,1.0,342.417,1.0,80.1039,1.0,637.545,3.1,0.0,1.0,0.0,1.0,20.028,1.0,0.234674,3.1
2016-04-03 05:00:00,12,68.0,-1.0,93.0,-1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,0.0,-1.0,-9964.0,4.1964,1.1,-1.0,-9999.0,1.0,341.465,1.0,81.643,1.0,637.767,3.1,0.0,1.0,0.0,1.0,19.7309,1.0,0.281391,3.1
