,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2016-10-01 00:00:00,12,27.0,1.0,45.0,1.0,-9999.0,1.0,28.213,1.0,53.5469,2.1,81.7599,1.0,2.2285,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,357.818,1.0,73.2554,1.0,640.714,3.1,0.0,1.0,0.0,1.0,19.8908,1.0,0.368515,1.0
2016-10-01 01:00:00,12,33.0,1.0,49.0,1.0,-9999.0,1.0,48.2785,2.3,53.303,2.1,101.581,2.3,0.58406,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,344.702,1.0,74.5492,1.0,640.219,3.1,0.0,1.0,0.0,1.0,19.8487,1.0,0.584893,1.0
2016-10-01 02:00:00,12,35.0,1.0,42.0,1.0,-9999.0,1.0,29.7984,2.3,45.0469,1.0,74.8453,2.3,1.33042,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,232.623,1.0,70.1802,1.0,639.63,3.1,0.0,1.0,0.0,1.0,20.005,1.0,0.471296,1.0
2016-10-01 03:00:00,12,36.0,2.6,21.0,2.6,-9999.0,1.0,3.61182,1.0,29.6295,1.0,33.2413,1.0,4.62555,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,181.917,1.0,64.952,1.0,639.334,3.1,0.0,1.0,0.0,1.0,20.2525,1.0,0.612142,1.0
2016-10-01 04:00:00,12,16.0,1.0,28.0,1.0,-9999.0,1.0,2.94441,1.0,29.8968,1.0,32.8412,1.0,5.62451,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,191.678,1.0,64.0958,1.0,639.307,3.1,0.0,1.0,0.0,1.0,20.1749,1.0,-9999.0,4.31
2016-10-01 05:00:00,12,16.0,1.0,25.0,1.0,-9999.0,1.0,1.19958,1.0,21.8218,1.0,23.0213,1.0,9.66738,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,179.491,1.0,66.3654,1.0,639.497,3.1,0.0,1.0,0.0,1.0,19.8355,1.0,0.795986,1.0
2016-10-01 06:00:00,12,23.0,1.0,34.0,1.0,-9999.0,1.0,9.54494,1.0,33.6421,1.0,43.1871,1.0,4.6761,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,174.013,1.0,66.7944,1.0,639.833,3.1,0.0,1.0,0.0,1.0,19.8731,1.0,0.515076,1.0
2016-10-01 07:00:00,12,28.0,1.0,48.0,1.0,-9999.0,1.0,37.8264,1.0,41.0418,1.0,78.8681,1.0,2.1671,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,155.956,1.0,65.7004,1.0,640.272,3.1,0.0,1.0,47.0403,1.0,20.1249,1.0,0.763225,1.0
2016-10-01 08:00:00,12,34.0,1.0,51.0,1.0,-9999.0,1.0,37.6592,1.0,46.5396,1.0,84.1988,1.0,3.93118,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,187.474,1.0,61.6903,1.0,640.709,3.1,0.0,1.0,115.306,1.0,20.8249,1.0,0.685524,1.0
2016-10-01 09:00:00,12,37.0,1.0,55.0,1.0,-9999.0,1.0,27.0364,1.0,41.9311,1.0,68.9675,1.0,8.45365,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,208.989,1.0,53.8519,1.0,640.982,3.1,0.0,1.0,209.887,1.0,21.9806,1.0,1.2149,1.0
