,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2016-06-01 00:00:00,12,23.0,1.0,48.0,1.0,-9999.0,1.0,12.9117,1.0,16.2548,1.0,29.1665,1.0,1.41871,1.0,2.06055,1.0,-9999.0,1.0,-9999.0,1.0,9.11407,1.0,78.7478,1.0,640.946,3.1,0.0,1.0,0.0,1.0,20.2818,1.0,0.718848,3.1
2016-06-01 01:00:00,12,24.0,1.0,49.0,1.0,-9999.0,1.0,15.6196,1.0,17.7161,1.0,33.3358,1.0,1.72429,1.0,2.12937,1.0,-9999.0,1.0,-9999.0,1.0,22.7005,1.0,76.6895,1.0,640.575,3.1,0.0,1.0,0.0,1.0,20.1321,1.0,-9999.0,4.31
2016-06-01 02:00:00,12,24.0,1.0,48.0,1.0,-9999.0,1.0,15.9296,1.0,18.5469,1.0,34.4765,1.0,0.333203,1.0,2.21685,1.0,-9999.0,1.0,-9999.0,1.0,313.507,1.0,76.9774,1.0,640.071,3.1,0.0,1.0,0.0,1.0,19.7083,1.0,-9999.0,4.31
2016-06-01 03:00:00,12,28.0,1.0,55.0,1.0,-9999.0,1.0,29.56,1.0,17.2682,1.0,46.8282,1.0,0.26345,1.0,2.3996,1.0,-9999.0,1.0,-9999.0,1.0,329.516,1.0,76.2863,1.0,639.56,3.1,0.0,1.0,0.0,1.0,19.4233,1.0,1.12391,3.1
2016-06-01 04:00:00,12,21.0,1.0,47.0,1.0,-9999.0,1.0,20.2575,1.0,16.2565,1.0,36.514,1.0,0.237655,1.0,2.29526,1.0,-9999.0,1.0,-9999.0,1.0,276.43,1.0,74.2677,1.0,639.315,3.1,0.0,1.0,0.0,1.0,19.4344,1.0,0.238067,3.1
2016-06-01 05:00:00,12,44.0,1.0,89.0,1.0,-9999.0,1.0,77.6919,1.0,19.0098,1.0,96.7017,1.0,0.513789,1.0,2.77112,1.0,-9999.0,1.0,-9999.0,1.0,330.437,1.0,79.7504,1.0,639.47,3.1,0.0,1.0,0.0,1.0,18.9228,1.0,1.60409,3.1
2016-06-01 06:00:00,12,49.0,1.0,112.0,1.0,-9999.0,1.0,79.1504,1.0,18.6311,1.0,97.7815,1.0,0.46172,1.0,2.79051,1.0,-9999.0,1.0,-9999.0,1.0,10.7105,1.0,80.1758,1.0,639.995,3.1,0.0,1.0,0.0,1.0,18.6246,1.0,0.859169,3.1
2016-06-01 07:00:00,12,55.0,2.3,126.0,1.0,-9999.0,1.0,82.1981,1.0,22.24,1.0,104.438,1.0,0.616708,1.0,3.1586,1.0,-9999.0,1.0,-9999.0,1.0,16.9559,1.0,80.3085,1.0,640.539,3.1,0.0,1.0,34.0342,1.0,18.3437,1.0,0.895294,3.1
2016-06-01 08:00:00,12,57.0,1.0,100.0,1.0,-9999.0,1.0,62.2775,1.0,25.774,1.0,88.0515,1.0,2.16079,1.0,2.99976,1.0,-9999.0,1.0,-9999.0,1.0,30.2929,1.0,70.9614,1.0,640.724,3.1,0.0,1.0,216.224,1.0,20.0334,1.0,0.683456,3.1
2016-06-01 09:00:00,12,53.0,1.0,91.0,1.0,-9999.0,1.0,37.5505,1.0,38.3037,1.0,75.8542,1.0,10.1751,1.0,3.0632,1.0,-9999.0,1.0,-9999.0,1.0,54.4206,1.0,61.2922,1.0,640.98,3.1,0.0,1.0,409.855,1.0,21.9614,1.0,0.317092,3.1
