,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2017-03-01 00:00:00,12,41.0,1.0,67.0,1.0,-9999.0,1.0,82.9941,1.0,27.1006,1.0,110.095,1.0,1.76969,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,304.57,1.0,71.7346,1.0,640.614,3.1,0.0,1.0,0.0,1.0,19.4419,1.0,1.39826,1.0
2017-03-01 01:00:00,12,40.0,1.0,57.0,1.0,-9999.0,1.0,39.3274,1.0,20.3978,1.0,59.7252,1.0,1.07441,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,339.258,1.0,75.8224,1.0,640.293,3.1,0.0,1.0,0.0,1.0,19.0487,1.0,0.819543,1.0
2017-03-01 02:00:00,12,34.0,1.0,51.0,1.0,-9999.0,1.0,5.74788,1.0,14.4719,1.0,20.2198,1.0,2.38822,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,9.50515,1.0,77.489,1.0,639.912,3.1,0.0,1.0,0.0,1.0,18.5663,1.0,0.639657,1.0
2017-03-01 03:00:00,12,32.0,1.0,59.0,1.0,-9999.0,1.0,11.1447,1.0,15.2589,1.0,26.4036,1.0,0.857212,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,354.116,1.0,77.5404,1.0,639.679,3.1,0.0,1.0,0.0,1.0,18.328,1.0,0.931364,1.0
2017-03-01 04:00:00,12,38.0,1.0,64.0,1.0,-9999.0,1.0,35.658,1.0,15.74,1.0,51.398,1.0,0.324302,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,325.406,1.0,77.7447,1.0,639.314,3.1,0.0,1.0,0.0,1.0,17.9249,1.0,1.68993,1.0
2017-03-01 05:00:00,12,35.0,1.0,57.0,1.0,-9999.0,1.0,39.3457,1.0,15.5456,1.0,54.8913,1.0,0.325626,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,335.096,1.0,75.3347,1.0,639.411,3.1,0.0,1.0,0.0,1.0,17.8134,1.0,1.16238,1.0
2017-03-01 06:00:00,12,58.0,1.0,101.0,1.0,-9999.0,1.0,115.874,2.3,18.8832,1.0,134.758,1.0,0.338033,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,311.763,1.0,76.1049,1.0,639.781,3.1,0.0,1.0,0.0,1.0,17.4276,1.0,1.41483,1.0
2017-03-01 07:00:00,12,73.0,1.0,143.0,1.0,-9999.0,1.0,209.15,2.3,31.4106,1.0,239.29,1.0,0.730905,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,288.613,1.0,74.5168,1.0,640.308,3.1,0.0,1.0,16.0192,1.0,17.5524,1.0,0.545606,1.0
2017-03-01 08:00:00,12,61.0,1.0,104.0,1.0,-9999.0,1.0,116.007,1.0,33.4201,1.0,149.427,1.0,0.805334,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,249.909,1.0,68.8525,1.0,640.608,3.1,0.0,1.0,109.743,1.0,18.5572,1.0,0.364522,1.0
2017-03-01 09:00:00,12,70.0,1.0,103.0,1.0,-9999.0,1.0,54.5914,1.0,51.37,1.0,105.961,1.0,6.79477,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,49.9031,1.0,59.9993,1.0,640.906,3.1,0.0,1.0,340.914,1.0,20.6583,1.0,0.560411,1.0
2017-03-01 10:00:00,12,58.0,1.0,87.0,1.0,-9999.0,1.0,28.4939,1.0,48.3562,1.0,76.3405,1.0,22.4009,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,64.3413,1.0,52.1035,1.0,640.963,3.1,0.0,1.0,582.422,1.0,22.2626,1.0,0.319084,1.0
2017-03-01 11:00:00,12,48.0,1.0,74.0,1.0,-9999.0,1.0,12.3921,1.0,31.8867,1.0,43.8059,1.0,41.7027,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,52.5373,1.0,43.0782,1.0,640.604,3.1,0.0,1.0,684.477,1.0,23.8388,1.0,0.687772,1.0
2017-03-01 12:00:00,12,58.0,1.0,81.0,1.0,-9999.0,1.0,8.28024,1.0,24.8831,1.0,32.8643,1.0,48.5049,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,350.577,1.0,37.9162,1.0,640.08,3.1,0.0,1.0,834.417,1.0,25.5228,1.0,0.470499,1.0
2017-03-01 13:00:00,12,35.0,1.0,67.0,1.0,-9999.0,1.0,6.34396,1.0,20.9669,1.0,26.9299,1.0,56.9124,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,346.237,1.0,33.6007,1.0,639.214,3.1,0.0,1.0,757.236,1.0,26.9495,1.0,0.141202,1.0
2017-03-01 14:00:00,12,31.0,1.0,55.0,1.0,-9999.0,1.0,2.74808,1.0,15.9606,1.0,18.0173,1.0,59.4573,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,251.86,1.0,30.0265,1.0,637.958,3.1,0.0,1.0,846.565,1.0,28.3897,1.0,0.550431,1.0
