,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2017-04-01 00:00:00,12,26.0,1.0,29.0,1.0,-9999.0,1.0,18.3087,1.0,22.0531,1.0,40.3618,1.0,2.78672,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,9.83057,1.0,93.2654,1.0,641.923,3.1,2.2,1.0,0.0,1.0,18.5115,1.0,0.122381,1.0
2017-04-01 01:00:00,12,22.0,1.0,29.0,1.0,-9999.0,1.0,12.6331,1.0,16.8811,1.0,29.5142,1.0,4.34983,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,74.375,1.0,93.9714,1.0,641.908,3.1,6.5,1.0,0.0,1.0,17.5333,1.0,0.0850367,1.0
2017-04-01 02:00:00,12,11.0,1.0,19.0,1.0,-9999.0,1.0,1.3303,1.0,14.6511,1.0,15.9814,1.0,6.25106,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,149.16,1.0,94.7931,1.0,641.308,3.1,3.9,1.0,0.0,1.0,16.7439,1.0,0.339077,1.0
2017-04-01 03:00:00,12,11.0,1.0,29.0,1.0,-9999.0,1.0,7.39517,1.0,21.6909,1.0,29.0861,1.0,4.73015,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,232.584,1.0,93.0695,1.0,640.975,3.1,0.3,1.0,0.0,1.0,17.246,1.0,0.249151,1.0
2017-04-01 04:00:00,12,10.0,1.0,26.0,1.0,-9999.0,1.0,9.97239,1.0,22.6307,1.0,32.6031,1.0,2.54147,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,192.13,1.0,91.7709,1.0,640.916,3.1,0.0,1.0,0.0,1.0,17.3656,1.0,0.0138564,1.0
2017-04-01 05:00:00,12,16.0,1.0,40.0,1.0,-9999.0,1.0,64.6064,1.0,21.5904,1.0,85.9,1.0,2.3818,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,311.9,1.0,91.7741,1.0,641.019,3.1,0.0,1.0,0.0,1.0,17.4266,1.0,0.0045181,1.0
2017-04-01 06:00:00,12,25.0,1.0,28.0,1.0,-9999.0,1.0,53.5698,1.0,18.8386,1.0,71.9262,1.0,2.31901,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,155.671,1.0,86.0684,1.0,641.143,3.1,0.0,1.0,0.0,1.0,17.3511,1.0,0.107287,1.0
2017-04-01 07:00:00,12,29.0,1.0,70.0,1.0,-9999.0,1.0,97.3442,1.0,23.8248,1.0,121.169,1.0,2.56763,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,197.357,1.0,84.907,1.0,641.58,3.1,0.0,1.0,32.445,1.0,17.7714,1.0,0.347694,1.0
2017-04-01 08:00:00,12,37.0,1.0,68.0,1.0,-9999.0,1.0,78.8434,1.0,29.7352,1.0,106.978,1.0,3.31041,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,186.473,1.0,78.0613,1.0,642.051,3.1,0.0,1.0,119.219,1.0,18.591,1.0,0.290034,1.0
2017-04-01 09:00:00,12,44.0,1.0,80.0,1.0,-9999.0,1.0,54.2453,1.0,42.1467,1.0,95.8631,1.0,6.35392,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,163.286,1.0,70.8921,1.0,642.256,3.1,0.0,1.0,293.903,1.0,20.0129,1.0,0.34976,1.0
2017-04-01 10:00:00,12,43.0,1.0,94.0,1.0,-9999.0,1.0,40.5995,1.0,63.5594,2.2,101.949,1.0,13.2086,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,12.7767,1.0,62.3015,1.0,642.432,3.1,0.0,1.0,411.979,1.0,21.803,1.0,0.486151,1.0
2017-04-01 11:00:00,12,52.0,1.0,80.0,1.0,-9999.0,1.0,15.2167,1.0,46.7012,1.0,61.9179,1.0,26.1078,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,41.9123,1.0,53.6966,1.0,641.94,3.1,0.0,1.0,748.252,1.0,24.0439,1.0,0.219283,1.0
2017-04-01 12:00:00,12,49.0,1.0,80.0,1.0,-9999.0,1.0,10.6904,1.0,38.0167,1.0,46.8416,1.0,31.935,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,6.47467,1.0,44.2946,1.0,641.09,3.1,0.0,1.0,578.976,1.0,26.0679,1.0,0.461932,1.0
2017-04-01 13:00:00,12,51.0,1.0,71.0,1.0,-9999.0,1.0,19.3408,1.0,39.5412,1.0,57.132,1.0,26.1487,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,7.8006,1.0,38.8061,1.0,640.179,3.1,0.0,1.0,632.231,1.0,27.4993,1.0,1.00684,1.0
2017-04-01 14:00:00,12,36.0,1.0,51.0,1.0,-9999.0,1.0,24.8708,1.0,25.8231,1.0,48.3151,1.0,17.5464,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,57.0205,1.0,30.0638,1.0,639.429,3.1,0.0,1.0,713.315,1.0,28.9742,1.0,1.07887,1.0
2017-04-01 15:00:00,12,22.0,1.0,38.0,1.0,-9999.0,1.0,20.7628,1.0,28.1382,1.0,46.8018,1.0,16.5142,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,40.5358,1.0,27.761,1.0,638.788,3.1,0.0,1.0,712.504,1.0,29.4053,1.0,1.31854,1.0
2017-04-01 16:00:00,12,20.0,1.0,28.0,1.0,-9999.0,1.0,21.3296,1.0,23.5156,1.0,42.588,1.0,17.9648,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,41.0419,1.0,27.5497,1.0,638.298,3.1,0.0,1.0,413.214,1.0,29.4438,1.0,0.989199,1.0
2017-04-01 17:00:00,12,16.0,1.0,38.0,1.0,-9999.0,1.0,27.1083,1.0,28.0276,1.0,53.0164,1.0,18.4321,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,58.0362,1.0,28.468,1.0,638.426,3.1,0.0,1.0,331.245,1.0,29.1996,1.0,1.00209,1.0
